source,frame,label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
train/Bad back/Bad Back (134).jpg,0,bad_back,0.691009,0.442806,-0.086091,0.9999,0.698186,0.426618,-0.069765,0.9998,0.696909,0.423238,-0.070034,0.9998,0.695401,0.419622,-0.070066,0.9998,0.697659,0.426672,-0.125839,0.9999,0.696357,0.423761,-0.126099,0.9999,0.695023,0.420597,-0.126319,0.9999,0.677396,0.400606,0.030244,0.9999,0.678073,0.402026,-0.222773,0.9999,0.673554,0.441615,-0.039164,0.9997,0.673834,0.441592,-0.114776,0.9998,0.588325,0.425048,0.200708,0.9999,0.598621,0.435799,-0.313961,0.9999,0.58569,0.541572,0.211523,0.2071,0.596953,0.56527,-0.335914,0.9955,0.673138,0.577991,0.06527,0.3503,0.689403,0.589146,-0.178016,0.9919,0.689365,0.590688,0.058398,0.4544,0.706115,0.604928,-0.212749,0.9913,0.698067,0.578914,0.025144,0.4616,0.712258,0.587175,-0.189196,0.9918,0.692582,0.571466,0.045808,0.4509,0.706401,0.580927,-0.166752,0.9889,0.431539,0.543578,0.160892,1.0,0.430793,0.556031,-0.161128,1.0,0.595196,0.578377,0.199212,0.3135,0.599125,0.596023,-0.177657,0.9996,0.536744,0.730205,0.345783,0.8566,0.531202,0.755953,-0.008598,0.9996,0.519693,0.754698,0.35751,0.9151,0.513168,0.778897,0.010237,0.9994,0.589304,0.761252,0.326543,0.9335,0.59661,0.790217,-0.019799,0.9997
train/Bad back/Bad Back (135).jpg,0,bad_back,0.693293,0.432321,-0.050108,0.9999,0.699799,0.416934,-0.033234,0.9998,0.698584,0.414036,-0.033497,0.9999,0.697139,0.411104,-0.033484,0.9999,0.699213,0.416766,-0.088406,0.9999,0.697703,0.41388,-0.088677,0.9999,0.696157,0.410965,-0.088847,0.9999,0.679176,0.394675,0.06474,0.9999,0.678587,0.394968,-0.183435,0.9999,0.675225,0.432853,-0.003986,0.9998,0.67515,0.432481,-0.078366,0.9998,0.585712,0.417442,0.22761,0.9999,0.598332,0.424369,-0.278263,0.9999,0.574731,0.536511,0.219443,0.087,0.592211,0.55473,-0.293059,0.9876,0.667753,0.573686,0.047272,0.1585,0.681538,0.584111,-0.108814,0.9698,0.684513,0.58617,0.035726,0.2474,0.699698,0.59886,-0.136795,0.9674,0.69126,0.574228,0.004078,0.2504,0.705235,0.583354,-0.112509,0.9679,0.685937,0.567045,0.027543,0.2396,0.699659,0.577198,-0.096424,0.9575,0.431022,0.539814,0.158332,1.0,0.432085,0.548591,-0.158582,1.0,0.590112,0.588301,0.199333,0.1792,0.599122,0.59318,-0.147769,0.9981,0.536508,0.731184,0.336823,0.7209,0.534676,0.75339,0.017635,0.9988,0.515216,0.758395,0.346962,0.8323,0.512775,0.779797,0.035504,0.9984,0.591757,0.765147,0.310306,0.8636,0.598477,0.786721,0.000953,0.999
train/Bad back/Bad Back (136).jpg,0,bad_back,0.692496,0.42091,-0.063559,0.9999,0.698831,0.403978,-0.04572,0.9998,0.697162,0.400792,-0.045983,0.9999,0.695271,0.397501,-0.046019,0.9999,0.698678,0.40432,-0.102647,0.9999,0.697176,0.401737,-0.102898,0.9999,0.695737,0.399147,-0.103107,0.9999,0.676367,0.380012,0.054913,0.9999,0.677649,0.382533,-0.201666,0.9999,0.674424,0.420431,-0.016681,0.9998,0.673922,0.420773,-0.093451,0.9999,0.589176,0.408779,0.223977,0.9999,0.594929,0.411981,-0.302443,0.9999,0.582287,0.521144,0.236465,0.1939,0.586117,0.544427,-0.34759,0.9947,0.659904,0.570969,0.087123,0.3048,0.675303,0.579696,-0.214305,0.9903,0.677038,0.586488,0.080624,0.4034,0.693301,0.597558,-0.253612,0.9894,0.686907,0.578089,0.040725,0.4072,0.700707,0.5836,-0.223653,0.9898,0.682901,0.571096,0.065049,0.3964,0.695424,0.577479,-0.201387,0.9853,0.438674,0.53018,0.167227,1.0,0.43363,0.540804,-0.167426,1.0,0.592231,0.591979,0.193935,0.3731,0.597169,0.597905,-0.164837,0.9997,0.538343,0.729037,0.362133,0.8781,0.532653,0.753015,-0.003764,0.9998,0.51624,0.757067,0.375283,0.9281,0.507917,0.779347,0.013522,0.9996,0.594283,0.762019,0.333651,0.943,0.596916,0.786727,-0.03276,0.9998
train/Bad back/Bad Back (137).jpg,0,bad_back,0.691834,0.405864,-0.053366,0.9999,0.6973,0.386422,-0.037462,0.9997,0.695407,0.383464,-0.037732,0.9998,0.693191,0.380442,-0.037773,0.9998,0.697367,0.387526,-0.092912,0.9999,0.695959,0.385862,-0.093169,0.9999,0.694452,0.38388,-0.093389,0.9999,0.67354,0.366339,0.056046,0.9999,0.675697,0.369592,-0.193756,0.9999,0.673736,0.405961,-0.008747,0.9998,0.673952,0.406163,-0.08364,0.9999,0.588633,0.397592,0.220552,1.0,0.595811,0.400362,-0.290353,1.0,0.582398,0.51296,0.254552,0.3548,0.577252,0.530214,-0.345956,0.9968,0.654797,0.566337,0.143425,0.5446,0.665107,0.57376,-0.236035,0.9966,0.670123,0.58471,0.143883,0.6191,0.682073,0.594635,-0.278762,0.9962,0.682334,0.574355,0.101067,0.6244,0.692168,0.578983,-0.242697,0.9963,0.678271,0.56602,0.121763,0.6133,0.687583,0.571231,-0.221599,0.9945,0.436763,0.524348,0.16218,1.0,0.433181,0.533541,-0.162362,1.0,0.58808,0.592163,0.196445,0.427,0.593773,0.602278,-0.144409,0.9997,0.537724,0.730091,0.369743,0.9151,0.531329,0.752268,0.025584,0.9999,0.514245,0.759483,0.383732,0.9482,0.50741,0.778545,0.044532,0.9998,0.59219,0.760184,0.339957,0.9617,0.593636,0.78584,0.001198,0.9999
train/Bad back/Bad Back (138).jpg,0,bad_back,0.690617,0.381952,-0.079683,0.9999,0.695548,0.36173,-0.064267,0.9998,0.693415,0.359132,-0.064537,0.9999,0.690977,0.356637,-0.064552,0.9999,0.695797,0.362071,-0.121197,0.9999,0.694063,0.359756,-0.121461,0.9999,0.691953,0.357092,-0.121685,0.9999,0.669103,0.343003,0.029281,0.9999,0.669862,0.343352,-0.227645,0.9999,0.672402,0.384334,-0.034977,0.9998,0.673322,0.384134,-0.111836,0.9999,0.586912,0.392712,0.202064,1.0,0.599472,0.397344,-0.326722,1.0,0.601858,0.515838,0.220114,0.2787,0.605265,0.532014,-0.328186,0.9958,0.694277,0.549166,0.089645,0.3467,0.702074,0.55361,-0.136689,0.9941,0.708423,0.555335,0.088571,0.4591,0.716911,0.558956,-0.170251,0.994,0.71247,0.543829,0.050325,0.4619,0.716909,0.545425,-0.141519,0.9941,0.706291,0.539327,0.068966,0.4668,0.710271,0.541825,-0.123154,0.9919,0.439193,0.530306,0.170155,1.0,0.440463,0.541814,-0.170363,1.0,0.590465,0.592137,0.286216,0.445,0.596066,0.604474,-0.122624,0.9998,0.54054,0.729608,0.488165,0.9314,0.531643,0.752116,0.073705,0.9999,0.523841,0.755483,0.505234,0.9524,0.512352,0.776667,0.095042,0.9998,0.598244,0.761108,0.476205,0.9687,0.597175,0.784656,0.062215,0.9999
train/Bad back/Bad Back (139).jpg,0,bad_back,0.692057,0.393814,-0.059755,0.9999,0.698882,0.375254,-0.044532,0.9999,0.697212,0.372553,-0.044794,0.9999,0.695307,0.370075,-0.044801,0.9999,0.698503,0.375387,-0.100092,0.9999,0.696876,0.372987,-0.100355,1.0,0.6953,0.370602,-0.100569,1.0,0.67451,0.355458,0.047718,0.9999,0.675532,0.356315,-0.202936,0.9999,0.674817,0.39518,-0.015547,0.9998,0.675533,0.395232,-0.090605,0.9999,0.58602,0.398806,0.222359,1.0,0.60055,0.405858,-0.30293,1.0,0.598933,0.52001,0.252516,0.2638,0.604907,0.536888,-0.309503,0.9955,0.685313,0.555653,0.136783,0.4137,0.694957,0.561357,-0.12299,0.9947,0.702012,0.563213,0.138618,0.5282,0.711193,0.568771,-0.155662,0.9944,0.708278,0.550729,0.098977,0.5319,0.714242,0.552858,-0.124803,0.9946,0.702094,0.546436,0.116125,0.529,0.707539,0.549241,-0.108684,0.9924,0.437766,0.536281,0.16957,1.0,0.440471,0.545218,-0.169792,1.0,0.589131,0.591807,0.270217,0.3946,0.596933,0.60321,-0.131263,0.9998,0.538348,0.729563,0.455785,0.9225,0.532666,0.752784,0.058593,0.9999,0.519734,0.754867,0.471139,0.951,0.512287,0.778404,0.07971,0.9997,0.592857,0.764656,0.441094,0.9669,0.594463,0.786138,0.050722,0.9999
train/Bad back/Bad Back (14).jpg,0,bad_back,0.370521,0.515343,-0.024635,0.9994,0.356462,0.502446,-0.066752,0.9996,0.357715,0.499284,-0.067047,0.9995,0.358892,0.496157,-0.066966,0.9997,0.355305,0.502921,-0.011691,0.9997,0.355596,0.500264,-0.012304,0.9998,0.355894,0.497405,-0.012531,0.9998,0.374333,0.471787,-0.191725,0.9998,0.373497,0.470701,0.059842,0.9998,0.391724,0.511286,-0.062869,0.9992,0.390896,0.512313,0.00767,0.9993,0.479746,0.476231,-0.265114,0.9999,0.467756,0.451725,0.192647,0.9998,0.467921,0.591056,-0.254483,0.5491,0.468747,0.546976,0.34118,0.0278,0.418276,0.477709,-0.010239,0.606,0.427977,0.465829,0.449624,0.0423,0.411507,0.445475,-0.005962,0.6674,0.422146,0.436375,0.476585,0.0606,0.422213,0.436616,-0.013588,0.6696,0.426514,0.431374,0.472416,0.0599,0.427621,0.446019,-0.006684,0.6318,0.432455,0.44132,0.447371,0.0542,0.671745,0.594749,-0.158982,0.9996,0.658341,0.570971,0.158823,0.9997,0.477553,0.691528,-0.132001,0.9525,0.481548,0.667365,0.179696,0.053,0.552299,0.895859,-0.155862,0.9929,0.534382,0.854742,0.167411,0.2096,0.578721,0.925947,-0.160901,0.9915,0.567429,0.887142,0.165834,0.3231,0.456829,0.93193,-0.231601,0.992,0.461282,0.887501,0.135459,0.3511
train/Bad back/Bad Back (140).jpg,0,bad_back,0.694339,0.399748,-0.037209,0.9999,0.699861,0.380795,-0.021977,0.9996,0.698012,0.377842,-0.02224,0.9997,0.695798,0.37494,-0.022234,0.9998,0.699838,0.381326,-0.077373,0.9998,0.69831,0.379021,-0.077657,0.9999,0.696633,0.376563,-0.077874,0.9999,0.674298,0.361818,0.066086,0.9999,0.676572,0.36392,-0.183819,0.9999,0.676104,0.402043,0.005009,0.9997,0.676793,0.402174,-0.069824,0.9998,0.585838,0.405194,0.232323,0.9999,0.600073,0.412147,-0.289363,0.9999,0.591642,0.526881,0.264951,0.2155,0.600001,0.545269,-0.296208,0.9942,0.681352,0.559887,0.160508,0.3434,0.690473,0.567644,-0.105045,0.994,0.698538,0.5673,0.164626,0.4615,0.709668,0.57598,-0.135282,0.9935,0.704321,0.555575,0.126881,0.4647,0.712139,0.560328,-0.103928,0.9935,0.697659,0.550881,0.140971,0.4663,0.704722,0.556324,-0.090203,0.9911,0.434035,0.540113,0.167398,1.0,0.441274,0.547905,-0.167633,1.0,0.587193,0.594354,0.284694,0.3046,0.598909,0.601737,-0.121422,0.9996,0.538104,0.731309,0.446368,0.896,0.534946,0.752819,0.048818,0.9998,0.517742,0.758848,0.459255,0.9344,0.512659,0.779167,0.06789,0.9996,0.593651,0.762929,0.429409,0.9518,0.596507,0.785924,0.038845,0.9997
train/Bad back/Bad Back (141).jpg,0,bad_back,0.6953,0.408398,-0.052184,0.9999,0.702271,0.390922,-0.036147,0.9997,0.700854,0.388188,-0.03642,0.9998,0.699018,0.38526,-0.0364,0.9998,0.701578,0.390592,-0.092023,0.9999,0.699877,0.388006,-0.092296,0.9999,0.697885,0.385054,-0.092493,0.9999,0.676947,0.370385,0.057367,0.9999,0.677538,0.371112,-0.194494,0.9999,0.677239,0.410024,-0.008019,0.9997,0.677216,0.409916,-0.083472,0.9998,0.586008,0.412682,0.21994,0.9999,0.597251,0.418669,-0.289559,0.9999,0.594757,0.537257,0.233718,0.1483,0.598413,0.553195,-0.287722,0.99,0.682849,0.568513,0.098739,0.248,0.690571,0.574123,-0.094017,0.9856,0.700468,0.571064,0.095534,0.3626,0.710854,0.579435,-0.124705,0.9865,0.704368,0.560444,0.060013,0.3667,0.71102,0.564385,-0.098707,0.9867,0.697971,0.558363,0.079009,0.3585,0.703798,0.561895,-0.08149,0.9822,0.433212,0.545914,0.162142,1.0,0.437407,0.556341,-0.16236,1.0,0.590776,0.590504,0.257711,0.2249,0.600086,0.598241,-0.132639,0.9991,0.536304,0.728421,0.407185,0.8412,0.533639,0.751746,0.044029,0.9994,0.517477,0.751583,0.418673,0.9053,0.512773,0.778422,0.06375,0.9992,0.593281,0.759357,0.387603,0.9301,0.596663,0.786255,0.039821,0.9995
train/Bad back/Bad Back (142).jpg,0,bad_back,0.692025,0.414114,-0.053687,0.9999,0.699444,0.396535,-0.038347,0.9996,0.69762,0.393439,-0.038616,0.9998,0.695325,0.39024,-0.038616,0.9998,0.699535,0.396572,-0.093935,0.9998,0.698005,0.393905,-0.094205,0.9999,0.696246,0.391027,-0.094422,0.9999,0.674484,0.37477,0.053423,0.9999,0.675544,0.375741,-0.197197,0.9999,0.674294,0.415101,-0.009854,0.9997,0.674832,0.415119,-0.084905,0.9998,0.586991,0.418049,0.220934,0.9999,0.598615,0.424163,-0.292673,0.9999,0.592831,0.539105,0.251548,0.2109,0.600596,0.556168,-0.293661,0.9924,0.680737,0.571804,0.140886,0.3709,0.691479,0.57933,-0.105167,0.9909,0.697307,0.573623,0.142075,0.4887,0.709507,0.584458,-0.136535,0.9913,0.701696,0.562925,0.105092,0.4943,0.709075,0.568976,-0.108202,0.9915,0.695546,0.561327,0.121356,0.4848,0.702264,0.566341,-0.091795,0.9887,0.432184,0.545634,0.163527,1.0,0.436056,0.55667,-0.163742,1.0,0.588324,0.588694,0.253734,0.2428,0.598787,0.596087,-0.130641,0.9994,0.53819,0.727319,0.408419,0.864,0.53327,0.753554,0.04756,0.9996,0.518671,0.753342,0.420547,0.9175,0.511941,0.77887,0.067293,0.9995,0.592768,0.759542,0.388904,0.9392,0.594429,0.787326,0.040656,0.9997
train/Bad back/Bad Back (143).jpg,0,bad_back,0.697954,0.415144,-0.055559,0.9999,0.70324,0.39896,-0.039669,0.9996,0.701282,0.396036,-0.039925,0.9997,0.698898,0.392953,-0.039936,0.9998,0.703597,0.399292,-0.095281,0.9998,0.702144,0.396979,-0.095546,0.9999,0.700492,0.394492,-0.09577,0.9999,0.677154,0.378991,0.05226,0.9999,0.679519,0.381187,-0.198808,0.9999,0.67991,0.417494,-0.012117,0.9997,0.680776,0.417622,-0.087188,0.9998,0.589433,0.421912,0.221753,0.9999,0.601101,0.429819,-0.297919,0.9999,0.593866,0.544684,0.248732,0.2313,0.600578,0.559362,-0.292153,0.9951,0.679382,0.575408,0.136055,0.3555,0.691195,0.582961,-0.095621,0.9942,0.694781,0.578774,0.137315,0.4788,0.7078,0.588449,-0.125479,0.9943,0.701345,0.567775,0.102066,0.4836,0.709581,0.57305,-0.0996,0.9945,0.695839,0.565266,0.117083,0.4795,0.703022,0.570394,-0.082716,0.9927,0.435034,0.547496,0.167584,1.0,0.440725,0.559123,-0.167824,1.0,0.591611,0.585817,0.266829,0.3465,0.600679,0.598751,-0.138249,0.9998,0.536904,0.72809,0.419265,0.9092,0.533605,0.753348,0.032932,0.9998,0.518992,0.752342,0.43127,0.9421,0.513089,0.779413,0.051849,0.9997,0.595969,0.756358,0.401656,0.9579,0.596659,0.7852,0.022956,0.9998
train/Bad back/Bad Back (144).jpg,0,bad_back,0.695635,0.420174,-0.056597,0.9999,0.701437,0.404329,-0.040361,0.9996,0.699658,0.401318,-0.040614,0.9997,0.697469,0.398075,-0.040623,0.9998,0.701862,0.404522,-0.095989,0.9998,0.700665,0.402093,-0.096258,0.9999,0.699312,0.399505,-0.096472,0.9999,0.677268,0.383488,0.053531,0.9999,0.679739,0.385806,-0.197249,0.9999,0.677837,0.421878,-0.012441,0.9997,0.678665,0.422224,-0.087438,0.9998,0.590126,0.425435,0.22201,0.9999,0.601292,0.432648,-0.293717,0.9999,0.593517,0.547766,0.237564,0.1849,0.598513,0.561439,-0.287065,0.9948,0.678048,0.579514,0.108282,0.3086,0.692282,0.586998,-0.0891,0.9933,0.693457,0.581114,0.105626,0.4311,0.707686,0.590569,-0.118401,0.9931,0.698816,0.570434,0.07228,0.4364,0.707862,0.576022,-0.093459,0.9934,0.693853,0.568395,0.08948,0.4265,0.702117,0.573767,-0.076434,0.991,0.434301,0.551636,0.165112,1.0,0.438608,0.561816,-0.165364,1.0,0.593412,0.5854,0.246744,0.2984,0.601531,0.592986,-0.137925,0.9996,0.537896,0.729109,0.398099,0.8702,0.533409,0.752651,0.043681,0.9996,0.517493,0.755811,0.410072,0.9192,0.511804,0.77794,0.063755,0.9995,0.593643,0.758823,0.380205,0.939,0.596542,0.786314,0.038223,0.9997
train/Bad back/Bad Back (145).jpg,0,bad_back,0.69647,0.420701,-0.05225,0.9999,0.701973,0.404618,-0.036111,0.9996,0.700091,0.401778,-0.036362,0.9997,0.697756,0.398755,-0.036376,0.9997,0.702442,0.404942,-0.091536,0.9998,0.701142,0.402741,-0.091801,0.9999,0.69971,0.400453,-0.092025,0.9999,0.677392,0.385453,0.056214,0.9999,0.67978,0.387694,-0.193705,0.9999,0.679163,0.4228,-0.008818,0.9997,0.67995,0.42304,-0.083548,0.9998,0.590564,0.426435,0.224791,0.9999,0.601726,0.43488,-0.291528,0.9999,0.593643,0.548452,0.253005,0.2175,0.599684,0.563575,-0.284839,0.996,0.676439,0.580863,0.14248,0.359,0.692124,0.589583,-0.089434,0.9956,0.692339,0.583769,0.143618,0.4804,0.707905,0.593929,-0.118972,0.9955,0.69885,0.573244,0.108792,0.4856,0.708471,0.578323,-0.092728,0.9956,0.693812,0.571223,0.123743,0.4789,0.7026,0.575999,-0.076355,0.9941,0.434657,0.552302,0.165105,1.0,0.439504,0.561982,-0.165357,1.0,0.593605,0.58509,0.244855,0.3346,0.602455,0.594286,-0.140733,0.9997,0.537578,0.729099,0.39241,0.899,0.53345,0.752641,0.040686,0.9997,0.517581,0.756296,0.404078,0.9362,0.511366,0.778396,0.060955,0.9996,0.594202,0.759574,0.374836,0.9542,0.595826,0.786634,0.037839,0.9998
train/Bad back/Bad Back (146).jpg,0,bad_back,0.697297,0.423032,-0.066819,0.9998,0.702415,0.407181,-0.049159,0.9995,0.700564,0.404461,-0.049407,0.9997,0.698308,0.401548,-0.049442,0.9997,0.702585,0.407395,-0.105266,0.9998,0.701065,0.405222,-0.105509,0.9999,0.699388,0.402942,-0.105746,0.9999,0.677027,0.38769,0.047952,0.9998,0.678489,0.389656,-0.204906,0.9999,0.679502,0.425335,-0.021942,0.9997,0.679982,0.425542,-0.097445,0.9998,0.590228,0.428994,0.216842,0.9999,0.600136,0.437491,-0.303914,0.9999,0.589851,0.548748,0.239226,0.1835,0.598332,0.565993,-0.308692,0.9956,0.673813,0.58287,0.115268,0.2987,0.690026,0.591789,-0.132856,0.9958,0.689847,0.585341,0.114627,0.4188,0.706507,0.595784,-0.165757,0.9958,0.696842,0.574596,0.079313,0.4235,0.707179,0.579933,-0.140233,0.996,0.69167,0.572374,0.095926,0.4222,0.700996,0.577369,-0.120514,0.9945,0.435558,0.553064,0.166692,1.0,0.438494,0.564164,-0.166919,1.0,0.594843,0.585511,0.227066,0.3346,0.602134,0.598533,-0.160498,0.9997,0.538639,0.731587,0.384951,0.8798,0.533196,0.753483,0.012383,0.9997,0.51808,0.75847,0.39784,0.9262,0.510415,0.77928,0.031321,0.9996,0.594451,0.76045,0.368448,0.9441,0.595195,0.787217,0.000891,0.9998
train/Bad back/Bad Back (147).jpg,0,bad_back,0.69943,0.423781,-0.069247,0.9999,0.704071,0.40907,-0.051985,0.9997,0.70229,0.406627,-0.052229,0.9998,0.70019,0.403945,-0.052264,0.9998,0.704084,0.408907,-0.107568,0.9999,0.702466,0.406712,-0.10781,0.9999,0.700676,0.404292,-0.108045,0.9999,0.678956,0.390202,0.044288,0.9999,0.680345,0.391778,-0.206258,0.9999,0.681091,0.426485,-0.024559,0.9997,0.681301,0.426628,-0.099371,0.9998,0.590602,0.42833,0.214321,0.9999,0.601299,0.43714,-0.304492,0.9999,0.590226,0.545715,0.23787,0.1568,0.598354,0.564796,-0.313062,0.9956,0.672555,0.582069,0.117362,0.2432,0.689261,0.591576,-0.140767,0.9958,0.688637,0.585082,0.116944,0.359,0.7069,0.597262,-0.173696,0.9956,0.696,0.574741,0.08165,0.3632,0.707411,0.581394,-0.147566,0.9958,0.690875,0.571992,0.098098,0.3632,0.701091,0.578199,-0.128192,0.9942,0.43592,0.551617,0.166284,1.0,0.438871,0.564131,-0.166519,1.0,0.594201,0.584981,0.235018,0.3253,0.601443,0.598926,-0.154278,0.9997,0.538592,0.729986,0.39313,0.8823,0.53269,0.753401,0.019212,0.9997,0.518225,0.754874,0.405932,0.9289,0.510001,0.779437,0.038195,0.9996,0.593587,0.758475,0.37757,0.9451,0.593511,0.787377,0.008319,0.9998
train/Bad back/Bad Back (148).jpg,0,bad_back,0.697099,0.424355,-0.068588,0.9999,0.70274,0.409687,-0.05091,0.9997,0.701034,0.407028,-0.051151,0.9998,0.698925,0.404096,-0.051184,0.9998,0.702795,0.409563,-0.106818,0.9998,0.70132,0.407203,-0.107063,0.9999,0.699625,0.404585,-0.107289,0.9999,0.677694,0.389398,0.047606,0.9999,0.679112,0.390868,-0.204403,0.9999,0.678797,0.426419,-0.023128,0.9997,0.679217,0.426576,-0.098372,0.9998,0.590355,0.428606,0.21633,0.9999,0.599827,0.436835,-0.302358,0.9999,0.592776,0.550309,0.228611,0.1615,0.597296,0.565049,-0.31211,0.9955,0.674644,0.58283,0.089708,0.2503,0.690379,0.591916,-0.142247,0.9947,0.690678,0.585728,0.085825,0.368,0.707486,0.596747,-0.175247,0.9947,0.698058,0.575141,0.051966,0.3724,0.707898,0.58102,-0.150575,0.995,0.692805,0.572438,0.070391,0.3716,0.701346,0.578149,-0.130198,0.9931,0.435468,0.552476,0.165235,1.0,0.438031,0.564051,-0.165482,1.0,0.595268,0.584425,0.217811,0.356,0.601176,0.597976,-0.16304,0.9998,0.538419,0.731407,0.37439,0.8851,0.532583,0.753271,0.008334,0.9998,0.517651,0.758877,0.38712,0.9288,0.509561,0.779659,0.027189,0.9996,0.592818,0.760878,0.357635,0.9467,0.593274,0.787296,-0.003075,0.9998
train/Bad back/Bad Back (149).jpg,0,bad_back,0.69637,0.42384,-0.068634,0.9999,0.701771,0.408319,-0.051062,0.9997,0.700078,0.405538,-0.05131,0.9998,0.698032,0.402564,-0.051335,0.9998,0.701723,0.408397,-0.106925,0.9999,0.700173,0.406013,-0.107174,0.9999,0.698463,0.403477,-0.107403,0.9999,0.676629,0.388016,0.047742,0.9999,0.677503,0.389488,-0.204094,0.9999,0.678464,0.425976,-0.023046,0.9998,0.678703,0.426239,-0.098291,0.9998,0.591402,0.427684,0.216089,0.9999,0.59883,0.436359,-0.30135,0.9999,0.593313,0.54871,0.231441,0.1957,0.59822,0.565864,-0.31543,0.996,0.672644,0.58191,0.094092,0.3422,0.691346,0.592446,-0.155093,0.9957,0.688698,0.58603,0.090453,0.4692,0.707531,0.599917,-0.190912,0.9957,0.69644,0.575293,0.054723,0.4747,0.708689,0.582765,-0.164559,0.9959,0.691243,0.572618,0.074238,0.4663,0.702275,0.57939,-0.142879,0.9942,0.436314,0.552051,0.164354,1.0,0.435832,0.560947,-0.164568,1.0,0.59604,0.582638,0.212463,0.3853,0.599838,0.593396,-0.168299,0.9998,0.539896,0.730257,0.372849,0.9006,0.531696,0.754351,0.00478,0.9998,0.519775,0.755435,0.385922,0.9369,0.5087,0.7794,0.023966,0.9997,0.596105,0.762078,0.354518,0.9567,0.595939,0.787535,-0.006985,0.9998
train/Bad back/Bad Back (15).jpg,0,bad_back,0.39088,0.489049,0.005656,0.9994,0.376776,0.479644,-0.038165,0.9995,0.377632,0.479567,-0.038457,0.9995,0.378246,0.479575,-0.038373,0.9997,0.376567,0.473494,0.010862,0.9997,0.377094,0.469466,0.010339,0.9997,0.377642,0.465802,0.010139,0.9998,0.38213,0.461525,-0.163795,0.9998,0.380861,0.450423,0.061271,0.9998,0.406596,0.488249,-0.031054,0.9994,0.406282,0.484681,0.031785,0.9994,0.476547,0.462982,-0.241334,0.9999,0.476012,0.432975,0.204143,0.9996,0.474826,0.59832,-0.229278,0.8224,0.490019,0.531438,0.347333,0.0211,0.386982,0.47974,0.019994,0.7658,0.398715,0.460867,0.450002,0.0393,0.374376,0.450324,0.023348,0.7881,0.382411,0.433779,0.478065,0.0665,0.389965,0.442815,0.021708,0.7805,0.395647,0.428591,0.472502,0.0648,0.396847,0.451313,0.025921,0.7354,0.40527,0.438777,0.447093,0.0615,0.666573,0.593882,-0.158346,0.9992,0.654615,0.570334,0.15813,0.9992,0.475752,0.693001,-0.174732,0.9935,0.48283,0.674644,0.267696,0.0764,0.556302,0.89433,-0.272054,0.9993,0.538084,0.855108,0.275979,0.4082,0.587309,0.923153,-0.284389,0.9987,0.566808,0.879624,0.275191,0.5355,0.466316,0.934564,-0.3675,0.9987,0.466342,0.890546,0.247093,0.5063
